public_SRR11456921_metawrap_bin.17	87.03	0.72	0.00	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae
public_SRR11456921_metawrap_bin.16	64.14	0.00	0.00	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae
public_SRR11456921_metawrap_bin.15	71.55	0.00	0.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
public_SRR11456921_metawrap_bin.14	100.00	0.60	0.00	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae
private_T1888_metawrap_bin.10	87.29	0.75	50.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
private_T1888_metawrap_bin.13	91.82	0.93	0.00	k__Bacteria
private_T1888_metawrap_bin.12	96.65	2.06	22.22	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
private_T1888_metawrap_bin.15	73.04	1.31	16.67	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
private_T1888_metawrap_bin.14	85.42	4.11	22.22	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium
private_T1888_metawrap_bin.19	83.14	0.86	0.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella
private_T1888_metawrap_bin.18	60.21	0.85	100.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella
public_SRR1532736_metawrap_bin.1	78.96	0.93	0.00	k__Bacteria
public_SRR14722130_metawrap_bin.2	92.82	3.46	50.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
public_SRR14722166_metawrap_bin.1	79.73	1.24	0.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
private_T1887_metawrap_bin.4	98.87	0.00	0.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
private_T1887_metawrap_bin.5	98.51	0.89	33.33	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter
private_T1887_metawrap_bin.6	98.26	0.22	62.50	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
private_T1887_metawrap_bin.7	92.34	0.54	0.00	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales
private_T1887_metawrap_bin.1	98.08	0.59	0.00	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales
private_T1887_metawrap_bin.3	96.53	1.18	50.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
private_T1887_metawrap_bin.8	88.11	0.00	0.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium
private_T1887_metawrap_bin.9	85.07	0.75	0.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
public_SRR14722123_metawrap_bin.1	95.02	1.74	75.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
public_SRR14722123_metawrap_bin.2	56.36	0.00	0.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella
public_SRR14722123_metawrap_bin.3	68.06	0.51	100.00	k__Bacteria
public_SRR14722123_metawrap_bin.4	75.00	0.50	0.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
public_SRR14722123_metawrap_bin.5	67.24	1.72	0.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae
public_SRR14722221_metawrap_bin.2	79.45	1.09	0.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella
public_SRR14722149_metawrap_bin.8	72.43	1.31	0.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
public_SRR14722149_metawrap_bin.9	83.95	3.68	15.38	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae_2;g__Zymomonas
public_SRR14722135_metawrap_bin.1	93.94	2.01	28.57	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
private_TS1974_metawrap_bin.10	92.67	1.19	60.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
private_TS1974_metawrap_bin.13	80.24	4.89	17.65	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
private_TS1974_metawrap_bin.12	98.24	1.52	53.33	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella
public_SRR14722149_metawrap_bin.4	91.59	2.50	0.00	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales
public_SRR14722149_metawrap_bin.5	59.58	0.00	0.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella
public_SRR14722149_metawrap_bin.6	96.19	1.23	33.33	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae
public_SRR14722149_metawrap_bin.7	85.14	3.94	2.08	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
private_T1904_metawrap_bin.6	86.39	1.54	66.67	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
private_T1904_metawrap_bin.7	76.17	2.59	0.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella
private_T1904_metawrap_bin.4	94.10	2.17	25.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
private_T1904_metawrap_bin.5	80.45	3.42	50.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella
public_SRR14721966_metawrap_bin.4	85.52	1.74	25.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
private_T1904_metawrap_bin.3	96.95	1.00	50.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
public_SRR14721962_metawrap_bin.2	81.09	0.85	0.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Acidobacterium
private_T1904_metawrap_bin.1	99.00	1.16	100.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
public_SRR14722221_metawrap_bin.1	71.65	2.23	10.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
private_T1904_metawrap_bin.8	93.53	1.34	25.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
public_SRR11456922_metawrap_bin.6	97.17	0.43	0.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
public_SRR11456922_metawrap_bin.7	78.55	4.65	76.19	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
public_SRR11456922_metawrap_bin.4	96.93	0.67	0.00	k__Bacteria;p__Cyanobacteria
public_SRR11456922_metawrap_bin.5	77.32	1.54	11.11	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
public_SRR11456922_metawrap_bin.2	94.99	0.00	0.00	k__Bacteria;p__Cyanobacteria
public_SRR11456922_metawrap_bin.3	65.67	0.00	0.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
public_SRR2387885_metawrap_bin.2	75.89	1.30	100.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales
public_SRR11456922_metawrap_bin.1	99.02	1.79	28.57	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Rubrivivax
public_SRR14722327_metawrap_bin.1	87.06	1.32	0.00	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter
public_SRR1531545_metawrap_bin.1	99.78	1.22	42.86	k__Bacteria;p__Cyanobacteria;c__Nostocales;o__Nostocales
public_SRR11456922_metawrap_bin.8	80.93	0.87	25.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
public_SRR14722282_metawrap_bin.1	88.25	1.70	10.00	k__Bacteria;p__Cyanobacteria;c__Nostocales;o__Nostocales
public_SRR14722176_metawrap_bin.10	81.57	0.40	100.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__Aurantimonas
private_VT22_metawrap_bin.3	83.86	1.88	7.69	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales
private_VT22_metawrap_bin.2	68.06	0.00	0.00	k__Bacteria
private_VT22_metawrap_bin.5	84.50	1.02	0.00	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nakamurellaceae
private_VT22_metawrap_bin.4	94.28	0.39	50.00	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales
private_VT22_metawrap_bin.7	82.07	2.78	66.67	k__Bacteria
private_VT22_metawrap_bin.6	94.44	1.39	50.00	k__Bacteria
private_VT22_metawrap_bin.9	97.62	0.74	0.00	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae
private_VT22_metawrap_bin.8	95.91	0.86	0.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae
public_SRR14722087_metawrap_bin.3	63.44	1.01	0.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales
public_SRR14722167_metawrap_bin.1	96.11	0.15	0.00	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium
public_SRR14722325_metawrap_bin.1	73.43	0.29	0.00	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales
public_SRR14722061_metawrap_bin.1	88.02	4.03	5.88	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales
public_SRR14722118_metawrap_bin.1	94.84	0.00	0.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella
public_SRR14722160_metawrap_bin.4	60.88	0.23	20.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
private_VT19_metawrap_bin.1	58.86	1.01	0.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
public_SRR14722160_metawrap_bin.1	89.68	2.38	20.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella
public_SRR14722160_metawrap_bin.3	60.06	1.66	50.00	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales
public_SRR14721957_metawrap_bin.1	68.57	0.86	20.00	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Pseudonocardia
public_SRR14721957_metawrap_bin.2	90.76	4.46	0.00	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes
public_SRR14721957_metawrap_bin.3	95.17	3.96	0.00	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes
public_SRR14721957_metawrap_bin.4	91.53	2.05	0.00	k__Bacteria;p__Cyanobacteria
public_SRR14722176_metawrap_bin.7	72.85	0.96	0.00	k__Bacteria;p__Cyanobacteria;c__Nostocales;o__Nostocales
public_SRR11456913_metawrap_bin.14	93.73	3.68	27.78	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nakamurellaceae
public_SRR11456913_metawrap_bin.15	95.67	0.39	66.67	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium
public_SRR11456913_metawrap_bin.16	94.17	1.06	50.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
public_SRR11456913_metawrap_bin.17	60.31	0.00	0.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae_2;g__Zymomonas
public_SRR11456913_metawrap_bin.10	87.55	3.88	60.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella
public_SRR11456913_metawrap_bin.11	97.11	0.56	0.00	k__Bacteria;p__Cyanobacteria;c__Nostocales;o__Nostocales
public_SRR11456913_metawrap_bin.12	69.52	0.85	0.00	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales
public_SRR11456913_metawrap_bin.13	92.93	1.80	22.22	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
public_SRR11456913_metawrap_bin.18	95.21	1.78	20.00	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales
public_SRR11456913_metawrap_bin.19	98.19	0.17	0.00	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae
public_SRR14722137_metawrap_bin.3	73.15	1.99	0.00	k__Bacteria;p__Acidobacteria
public_SRR14722137_metawrap_bin.2	98.81	0.22	0.00	k__Bacteria;p__Cyanobacteria;c__Nostocales;o__Nostocales
public_SRR11456921_metawrap_bin.10	94.08	1.37	33.33	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
public_SRR14722299_metawrap_bin.1	81.23	0.68	0.00	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae
public_SRR14722299_metawrap_bin.2	87.34	0.51	100.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
public_SRR14722299_metawrap_bin.3	78.67	0.93	0.00	k__Bacteria
public_SRR14722019_metawrap_bin.1	98.89	0.33	0.00	k__Bacteria;p__Cyanobacteria;c__Nostocales;o__Nostocales
public_SRR14722152_metawrap_bin.3	59.11	0.87	33.33	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
public_SRR14722307_metawrap_bin.1	94.58	0.36	33.33	k__Bacteria;p__Cyanobacteria;c__Nostocales;o__Nostocales
public_SRR14722156_metawrap_bin.1	86.53	5.56	37.50	k__Bacteria
public_SRR11456919_metawrap_bin.14	81.89	0.86	0.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella
public_SRR11456919_metawrap_bin.15	69.89	3.64	11.11	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
public_SRR11456919_metawrap_bin.12	86.17	0.65	0.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
public_SRR11456919_metawrap_bin.13	98.35	2.79	22.22	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
public_SRR11456919_metawrap_bin.10	89.90	2.56	7.14	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
public_SRR11456919_metawrap_bin.11	72.54	3.32	40.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
public_SRR11456914_metawrap_bin.13	96.42	0.63	33.33	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae
public_SRR11456914_metawrap_bin.12	96.75	0.41	100.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
public_SRR11456914_metawrap_bin.11	94.42	3.23	42.86	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae
public_SRR11456914_metawrap_bin.10	65.39	1.43	100.00	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae
public_SRR11456914_metawrap_bin.17	96.92	0.47	0.00	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales
public_SRR11456914_metawrap_bin.16	53.53	0.00	0.00	k__Bacteria
public_SRR11456914_metawrap_bin.15	96.30	1.85	100.00	k__Bacteria
public_SRR11456914_metawrap_bin.14	96.19	0.35	50.00	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus
public_SRR11456914_metawrap_bin.19	98.43	2.67	50.00	k__Bacteria;p__Chloroflexi
public_SRR11456914_metawrap_bin.18	100.00	0.30	0.00	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae
private_X16_metawrap_bin.29	67.24	0.00	0.00	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Rubrivivax
public_SRR14722054_metawrap_bin.1	52.80	0.43	0.00	k__Bacteria;p__Acidobacteria
public_ERR4179390_metawrap_bin.8	90.75	3.06	0.00	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
public_ERR4179390_metawrap_bin.9	87.19	1.83	56.25	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae
public_ERR4179390_metawrap_bin.6	85.95	1.71	40.00	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
public_ERR4179390_metawrap_bin.7	87.25	0.75	0.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
private_X16_metawrap_bin.22	95.79	0.00	0.00	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae
private_X16_metawrap_bin.23	96.88	1.48	40.00	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae
public_ERR4179390_metawrap_bin.2	97.44	3.42	25.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella
private_X16_metawrap_bin.25	54.72	0.89	66.67	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae
private_X16_metawrap_bin.26	81.34	0.53	50.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
public_ERR4179390_metawrap_bin.1	97.46	0.26	0.00	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae
public_SRR11456923_metawrap_bin.1	69.88	1.98	28.57	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium
public_SRR11456923_metawrap_bin.3	64.06	1.28	60.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae
public_SRR11456923_metawrap_bin.2	89.66	3.81	0.00	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae
public_SRR11456923_metawrap_bin.5	89.19	5.23	7.69	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae
public_SRR14722137_metawrap_bin.1	79.08	0.17	0.00	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae
public_SRR11456923_metawrap_bin.7	99.56	0.22	0.00	k__Bacteria;p__Cyanobacteria;c__Nostocales;o__Nostocales
public_SRR11456923_metawrap_bin.6	97.09	0.11	100.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
public_SRR14722156_metawrap_bin.3	84.00	0.86	0.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella
public_SRR11456921_metawrap_bin.23	99.49	3.66	37.50	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium
public_SRR11456921_metawrap_bin.20	100.00	1.69	33.33	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae
public_SRR11456921_metawrap_bin.21	86.45	2.55	23.08	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae
public_SRR11456921_metawrap_bin.24	89.36	4.65	11.76	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
public_SRR11456921_metawrap_bin.25	77.68	1.21	16.67	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
private_T1914_metawrap_bin.4	94.76	1.72	50.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella
private_T1914_metawrap_bin.3	93.26	6.50	29.41	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
private_T1914_metawrap_bin.2	87.01	2.59	0.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae
public_SRR14722071_metawrap_bin.5	81.68	1.71	0.00	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales
public_SRR12240182_metawrap_bin.4	86.22	2.87	44.44	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae_2;g__Zymomonas
public_SRR12240182_metawrap_bin.2	73.60	4.05	25.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
public_SRR12240182_metawrap_bin.3	73.30	1.81	62.50	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
public_SRR12240182_metawrap_bin.1	94.45	1.78	33.33	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
public_SRR14722132_metawrap_bin.1	64.25	1.98	18.18	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
public_SRR14722139_metawrap_bin.1	97.44	4.32	0.00	k__Bacteria;p__Acidobacteria
public_SRR14722157_metawrap_bin.1	95.28	0.17	0.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae
public_SRR14722062_metawrap_bin.1	75.44	0.76	66.67	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales
public_SRR14722062_metawrap_bin.2	95.03	0.44	33.33	k__Bacteria;p__Cyanobacteria;c__Nostocales;o__Nostocales
public_SRR14722133_metawrap_bin.1	99.01	1.68	0.00	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
public_SRR14721941_metawrap_bin.1	76.36	1.90	0.00	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae
public_SRR14722133_metawrap_bin.2	73.90	1.34	0.00	k__Bacteria;p__Acidobacteria
public_SRR14722082_metawrap_bin.1	67.90	1.88	33.33	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella
public_SRR11456917_metawrap_bin.2	86.12	0.79	33.33	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
public_SRR11456917_metawrap_bin.1	79.13	1.89	0.00	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae
public_SRR1531569_metawrap_bin.5	87.29	3.37	0.00	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes
